,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
4257,Mixed Candy,Snacks & Branded Foods,Chocolates & Candies,SDA CANDYS,35.0,35.0,https://www.bigbasket.com/media/uploads/p/mm/40185564_1-sda-candys-mixed-candy.jpg,https://www.bigbasket.com/pd/40185564/sda-candys-mixed-candy-150-g/,"Toffee, Candy & Lollypop",8951056285106,3.9,"Try these delicious Mixed Candies from SDA Candys, and delight your taste buds. Carry it wherever you go and enjoy the great taste anytime anywhere."
4258,Choco Deck - Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Fabelle,128.0,160.0,https://www.bigbasket.com/media/uploads/p/mm/40153799_6-fabelle-choco-deck-milk-chocolate.jpg,https://www.bigbasket.com/pd/40153799/fabelle-choco-deck-milk-chocolate-130-g/,Chocolates,Invalid Code,4.2,"Enjoy a 3 layered magical treat as you discover a layer of soft choco crème between the 2 layers of milk chocolate. Experience an explosion of chocolate in your mouth as you first taste the sweetness from the milk chocolate followed by the richness from the choco crème. A bar of Fabelle Choco Deck – Milk Chocolate is perfect to satisfy your sweet tooth. Embark on a journey of chocolaty gooeyness as you take a bite of this premium milk chocolate bar. Experience pure indulgence as you lose yourself in this magical chocolaty bliss. 
Inspired by layered desserts, Fabelle Choco Deck – Milk Chocolate has been handcrafted by the Master Chocolatiers from the House of ITC in India. Relax & unwind with a dessert-like experience in a chocolate bar. Make the moment even more special as you share this milk chocolate bar with your loved one."
4259,Jellicious - Jelimals,Snacks & Branded Foods,Chocolates & Candies,Candyman,10.0,10.0,https://www.bigbasket.com/media/uploads/p/mm/40075010_5-candyman-jellicious-jelimals.jpg,https://www.bigbasket.com/pd/40075010/candyman-jellicious-jelimals-36-g/,"Toffee, Candy & Lollypop",Invalid Code,4.0,"What tastes just like strawberries, is made from real strawberries, is shaped like a strawberry and can be carried around in your pocket? Candyman Jellicious! It has real strawberry fruit pulp in a soft, wiggly-wobbly, jelly-like form. Immensely juicy, pulpy and delicious, its Jellicious."
4260,Orange Chewy Dragees,Snacks & Branded Foods,Chocolates & Candies,Mentos,11.25,15.0,https://www.bigbasket.com/media/uploads/p/mm/40094198_4-mentos-orange-chewy-dragees.jpg,https://www.bigbasket.com/pd/40094198/mentos-orange-chewy-dragees-364-g/,"Toffee, Candy & Lollypop",Invalid Code,4.1,"Try the Mentos chewy orange stick! It is a refreshing candy with a crunchy, smooth outside and a chewy inside. With Mentos orange flavour discover the taste and freshness of orange. Mentos is also available in easy to store, multiuse home assorted flavours pack and also in pocket-friendly mint, cola and rainbow flavoured sticks."
4261,Daily Choco Almond Bar,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,65.0,65.0,https://www.bigbasket.com/media/uploads/p/mm/40122051_8-ritebite-max-protein-daily-choco-almond-bar.jpg,https://www.bigbasket.com/pd/40122051/ritebite-max-protein-daily-choco-almond-bar-50-g/,Granola & Cereal Bars,Invalid Code,4.2,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: With 10gms of protein in each bar and 5gms of fibre and goodness of almond in every bite. Max Protein Choco Almond Bar is the perfect bar for your daily lifestyle with no preservatives and no artificial sweeteners with a balance of taste and health and 100% vegetarian SUSTAINED ENERGY: Max Protein Choco Almond Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a crunchy flavour with the goodness of almonds in every bite to sustain 2hrs of energy for a moderate-intensity activity and lifestyle. WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 2 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour of almonds, dark chocolate and no added sugar. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable chocolate and sumptuous berries and no preservatives YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
4262,Choco Fudge Bar,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,670.0,670.0,https://www.bigbasket.com/media/uploads/p/mm/20002293_8-ritebite-max-protein-choco-fudge-bar.jpg,https://www.bigbasket.com/pd/20002293/ritebite-max-protein-choco-fudge-bar-75-g/,Granola & Cereal Bars,8906009532561,4.3,"   A BAR FOR EVERYONE: With 20gms of protein in each bar and 5gms of fiber and goodness of nuts in every bite. Max Protein Choco Fudge Bar is the perfect bar for your active lifestyle with no preservatives with a balance of taste and health and 100% vegetarian and 21 vitamin and minerals

SUSTAINED ENERGY: Max Protein Choco Fudge Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a crunchy flavor with the goodness of nuts in every bite to sustain 4hrs of energy for a hectic lifestyle to keep you power packed

WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 4 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavor of nuts, dark chocolate and 21 vitamins and minerals and 5gms of fibre in each bar.

DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable dark chocolate and a mix of nuts [almonds and cashews] to satiate your taste buds, curb the hunger and give you energy for 4hrs

YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you.

MADE IN INDIA : Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
4263,Candy - Amla Salted,Snacks & Branded Foods,Chocolates & Candies,Balaji foods,50.0,50.0,https://www.bigbasket.com/media/uploads/p/mm/40031067_5-balaji-foods-candy-amla-salted.jpg,https://www.bigbasket.com/pd/40031067/balaji-foods-candy-amla-salted-100-g/,"Toffee, Candy & Lollypop",Invalid Code,3.3,Amla salted is a rich source of vitamin c & is very helpful as a digestive. Prefer having this product after meals or snacks.
4264,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,140.0,140.0,https://www.bigbasket.com/media/uploads/p/mm/40106291_4-timios-energy-bars-berry-4-years-100-natural-healthy.jpg,https://www.bigbasket.com/pd/40106291/timios-energy-bars-berry-4-years-100-natural-healthy-30-gm-each/,Chocolates,Invalid Code,4.0,"Timios Berry Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of berries which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives."
4265,"Tanzania Chocolat Noir, Single Origin Dark Chocolate - 55% Dark",Snacks & Branded Foods,Chocolates & Candies,Amul,140.0,150.0,https://www.bigbasket.com/media/uploads/p/mm/40122070_4-amul-tanzania-chocolat-noir-single-origin-dark-chocolate-55-dark.jpg,https://www.bigbasket.com/pd/40122070/amul-tanzania-chocolat-noir-single-origin-dark-chocolate-55-dark-125-g/,Chocolates,Invalid Code,4.3,"Amul Tanzania, Single Origin is a product of Tanzanias rich cocoa. This chocolate has a nutty, sweet taste with hints of acidic and bitter notes that leave one desiring for more. Relish the essence of a truly delicious experience."
4266,Choco Deck - Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Fabelle,32.0,40.0,https://www.bigbasket.com/media/uploads/p/mm/40206221_2-fabelle-choco-deck-milk-chocolate.jpg,https://www.bigbasket.com/pd/40206221/fabelle-choco-deck-milk-chocolate-355-g/,Chocolates,Invalid Code,4.0,"Fabelle Choco Deck is a unique multi-layered chocolate experience with three irresistible layers of chocolate. Now introducing Fabelle Choco Deck Milk Chocolate where the bar is made of a layer of rich and soft choco creme cradled between two layers of Milk Chocolate. Fabelle has reimagined the way chocolates are meant to look, feel and taste. Indulge your senses with Fabelle's range of premium chocolate bars available in a unique format – Fabelle Choco Deck."
4267,Smackers Lollipop - Fruit Flavoured,Snacks & Branded Foods,Chocolates & Candies,LuvIt,54.4,68.0,https://www.bigbasket.com/media/uploads/p/mm/40175067_7-luvit-smackers-lollipop-fruit-flavoured.jpg,https://www.bigbasket.com/pd/40175067/luvit-smackers-lollipop-fruit-flavoured-96-g-pouch/,Chocolates,8908005461579,4.4,"This is an assorted pack of Delicious Chocolate Flavoured Lollipops. One of its kind Chocolate Flavoured Lollipop with real Cocoa, Chocolate, Chocolate Strawberry, Chocolate Vanilla Flavour."
4268,Camel Milk Chocolate- Unique Treat Of Cocoa And Camel Milk,Snacks & Branded Foods,Chocolates & Candies,Amul,106.25,125.0,https://www.bigbasket.com/media/uploads/p/mm/40122064_4-amul-camel-milk-chocolate-unique-treat-of-cocoa-and-camel-milk.jpg,https://www.bigbasket.com/pd/40122064/amul-camel-milk-chocolate-unique-treat-of-cocoa-and-camel-milk-150-g/,Chocolates,Invalid Code,3.9,"For the first time in India, Amul introduces chocolate made using Camel milk. This velvety blend of cocoa and freshly-sourced camel milk is a unique and impeccable treat which will delight everyone's taste buds like never before."
4269,Bigger Kaccha Mangobite,Snacks & Branded Foods,Chocolates & Candies,Parle,50.0,50.0,https://www.bigbasket.com/media/uploads/p/mm/40204983_2-parle-bigger-kaccha-mangobite.jpg,https://www.bigbasket.com/pd/40204983/parle-bigger-kaccha-mangobite-198-g/,"Toffee, Candy & Lollypop",8901719107801,4.6,"Experience the tanginess and natural taste of raw mango with the Parle kaccha mango bite candy, which we offer. Having a natural taste, these parle kaccha mango bites are properly, safely and hygienically packed. Candy with the perfect taste of raw-mango, giving you a nostalgic feel and helping you relive the good old days. Ideal for kids who are looking for something that can give the perfect taste of raw-mango. The tangy taste is supreme, giving you the taste-buds a tantalising feel. If you are looking for something that is similar to raw mango, then Parle kaccha mango bite her is for your rescue.
Benefits:

Raw mango flavoured candy.
Sugar can restore willpower.
Can be enjoyed by any age group."
4270,Dark Choco Mousse Centre Filled Bar,Snacks & Branded Foods,Chocolates & Candies,Fabelle,180.0,200.0,https://www.bigbasket.com/media/uploads/p/mm/40206224_1-fabelle-dark-choco-mousse-centre-filled-bar.jpg,https://www.bigbasket.com/pd/40206224/fabelle-dark-choco-mousse-centre-filled-bar-60-g/,Chocolates,8901725108861,4.0,"An intense 60% dark chocolate shell that envelops a smooth dark choco mousse filling, this delectable dark chocolate bar is a rich, creamy experience crafted for a true connoisseur."
4271,Juzt Jelly - Guava Flavour,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,50.0,50.0,https://www.bigbasket.com/media/uploads/p/mm/40094201_14-alpenliebe-juzt-jelly-guava-flavour.jpg,https://www.bigbasket.com/pd/40094201/alpenliebe-juzt-jelly-guava-flavour-45-pcs/,"Toffee, Candy & Lollypop",Invalid Code,4.4,"Alpenliebe Juzt Jelly in Guava flavor, enjoy the taste of juicy jellies. This delicious pulpy jelly are made with 25% fruit pulp. The goodness of 25% fruit pulp makes it yummy and ideal for consumption by kids and grown ups alike. Available in an attractive family pack to enjoy with friends and family."
4272,Choco Classic Bar,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,340.0,340.0,https://www.bigbasket.com/media/uploads/p/mm/20002303_8-ritebite-max-protein-choco-classic-bar.jpg,https://www.bigbasket.com/pd/20002303/ritebite-max-protein-choco-classic-bar-50-g/,Granola & Cereal Bars,Invalid Code,4.3,"   A BAR FOR EVERYONE: With 10gms of protein in each bar and 5gms of fiber, Max Protein Choco Classic protein bar is the perfect bar for your daily lifestyle with no preservatives and no artificial sweeteners.
SUSTAINED ENERGY: Max Protein Choco Classic is your go to performance energy bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein to sustain 2hrs of energy for a moderate-intensity activity.
WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 2 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavor 
DELICIOUS NUTRITION: Satisfy your taste buds with a perfect blend of nuts [almonds, cashew], omega-3, fiber, vitamins and minerals with dark chocolate.
YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you.
MADE IN INDIA : Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
4273,Bar - Choco Slim,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,670.0,670.0,https://www.bigbasket.com/media/uploads/p/mm/20002291_7-ritebite-max-protein-bar-choco-slim.jpg,https://www.bigbasket.com/pd/20002291/ritebite-max-protein-bar-choco-slim-67-g/,Granola & Cereal Bars,8906009531366,4.0,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: An indulgent chocolate bar With 20gms of protein and 7gms of fibre and goodness of dark chocolate and nuts in each bar to satisfy the health nut in you. Max Protein Choco Slim Bar is the perfect bar for your active lifestyle with no preservatives with a balance of taste and health and 100% vegetarian and 21 vitamin and minerals SUSTAINED ENERGY: Max Protein Choco Slim Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein with a mix of dark chocolate and nuts to sustain 4hrs of energy for your active lifestyle and keep you power-packed WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and sweet tooth cravings and keeps you going with 4 hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour with a blend of dark chocolate and 21 vitamins and minerals and 7gms of fibre in each bar and tastes refreshing with every bite. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable dark and goodness of 21 vitamin and minerals to satiate your taste buds, curb the hunger and give you energy for 4hrs. YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
4274,Choco Deck - French Dessert Inspired Layered Bar,Snacks & Branded Foods,Chocolates & Candies,Fabelle,144.0,160.0,https://www.bigbasket.com/media/uploads/p/mm/40206220_2-fabelle-choco-deck-french-dessert-inspired-layered-bar.jpg,https://www.bigbasket.com/pd/40206220/fabelle-choco-deck-french-dessert-inspired-layered-bar-1225-g/,Chocolates,Invalid Code,5.0,"Fabelle Choco Deck is a unique multi-layered chocolate experience with three irresistible layers of chocolate. Now introducing Fabelle Choco French Dessert Inspired Layered Bar where the bar is inspired from the French Dessert - Mille Feuille. The middle layer is made of soft choco creme, nuts and crisps cradled between two layers of Milk Chocolate thereby re-creating the iconic French dessert.Fabelle has reimagined the way chocolates are meant to look, feel and taste. Indulge your senses with Fabelle's range of premium chocolate bars available in a unique format – Fabelle Choco Deck."
4275,Choco Deck - Fruit & Nut,Snacks & Branded Foods,Chocolates & Candies,Fabelle,36.0,45.0,https://www.bigbasket.com/media/uploads/p/mm/40206222_2-fabelle-choco-deck-fruit-nut.jpg,https://www.bigbasket.com/pd/40206222/fabelle-choco-deck-fruit-nut-345-g/,Chocolates,Invalid Code,4.8,"Fabelle Choco Deck is a unique multi-layered chocolate experience with three irresistible layers of chocolate. Now introducing Fabelle Choco Deck Fruit & Nut where the bar is made of a layer of rich and soft choco creme mixed with fruits & nuts cradled between two layers of Milk Chocolate. Fabelle has reimagined the way chocolates are meant to look, feel and taste. Indulge your senses with Fabelle's range of premium chocolate bars available in a unique format – Fabelle Choco Deck."
4276,Choco Deck - French Dessert Inspired Layered Bar,Snacks & Branded Foods,Chocolates & Candies,Fabelle,56.0,70.0,https://www.bigbasket.com/media/uploads/p/mm/40206219_2-fabelle-choco-deck-french-dessert-inspired-layered-bar.jpg,https://www.bigbasket.com/pd/40206219/fabelle-choco-deck-french-dessert-inspired-layered-bar-56-g/,Chocolates,8901725110505,4.0,"Fabelle Choco Deck is a unique multi-layered chocolate experience with three irresistible layers of chocolate. Now introducing Fabelle Choco French Dessert Inspired Layered Bar where the bar is inspired from the French Dessert - Mille Feuille. The middle layer is made of soft choco creme, nuts and crisps cradled between two layers of Milk Chocolate thereby re-creating the iconic French dessert.Fabelle has reimagined the way chocolates are meant to look, feel and taste. Indulge your senses with Fabelle's range of premium chocolate bars available in a unique format."
4277,Chewy Mints - Spearmint Flavour Candy,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,50.0,50.0,https://www.bigbasket.com/media/uploads/p/mm/40209248_1-center-fresh-chewy-mints-spearmint-flavour-candy.jpg,https://www.bigbasket.com/pd/40209248/center-fresh-chewy-mints-spearmint-flavour-candy-33-g-pocket-bottle/,"Toffee, Candy & Lollypop",8901393020670,,"Chewy Mints, Spearmint Flavour Candy Pouch chewing gum keeps your mouth fresh post meals. Made of the mint flavours, these Chewing Gums also are essential in developing the stronger gums in the mouth with regularly chewing them. It will smarten up your breath and leave you fresh to impress. Center fresh comes in Spearmint flavour which is refreshing in taste as well."
4278,"Belligo - Probiotics + Prebiotics Bites, 2+ Years",Snacks & Branded Foods,Chocolates & Candies,Timios,100.0,100.0,https://www.bigbasket.com/media/uploads/p/mm/40187966_2-timios-belligo-probiotics-prebiotics-bites-2-years.jpg,https://www.bigbasket.com/pd/40187966/timios-belligo-probiotics-prebiotics-bites-2-years-60-g/,Granola & Cereal Bars,Invalid Code,3.7,"Belligo is a probiotic on-the-go snack. This easy bite format has a well-developed technology to ensure that the probiotics reach the intestine safely without getting destroyed in the digestive tract or by external factors such as heat or extreme temperatures. To help these probiotics, Belligo also has prebiotics that acts as food for the good bacteria. Prebiotic and Probiotic together help in supporting digestion and immunity. Billigo is made with natural ingredients that have a delightful note of roasted coconut flakes. This on-the-go snack is gluten-free and refrigeration is not required."
4279,Ultimate Choco Almond,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,950.0,950.0,https://www.bigbasket.com/media/uploads/p/mm/40122059_6-ritebite-max-protein-ultimate-choco-almond.jpg,https://www.bigbasket.com/pd/40122059/ritebite-max-protein-ultimate-choco-almond-100-g/,Granola & Cereal Bars,Invalid Code,4.3,"   A BAR FOR EVERYONE: With 30gms of protein in each bar and 10gms of fiber, 5.5g BCAA and goodness of almond in every bite. Max Protein Choco Almond Bar is the perfect bar for your daily lifestyle with no preservatives and no artificial sweeteners with a balance of taste and health and 100% vegetarian

SUSTAINED ENERGY: Max Protein Choco Almond Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a crunchy flavor with the goodness of almonds in every bite to sustain 5hrs of energy for your ultimate lifestyle.

WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 5hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavor of almonds, dark chocolate and no added sugar.

DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable chocolate and sumptuous berries and no preservatives

YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you.

MADE IN INDIA : Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
4280,Choco Deck Chocolate - Fruit & Nut,Snacks & Branded Foods,Chocolates & Candies,Fabelle,59.5,70.0,https://www.bigbasket.com/media/uploads/p/mm/40153796_6-fabelle-choco-deck-chocolate-fruit-nut.jpg,https://www.bigbasket.com/pd/40153796/fabelle-choco-deck-chocolate-fruit-nut-58-g/,Chocolates,8901725105471,4.4,"An ultimate guilty pleasure and worth every ounce of it, Fabelle Choco Deck – Fruit and Nut will leave you wanting for more. Inspired by layered desserts, this premium chocolate bar hides a multi-layered treat within its pack. Tear open the pack to reveal a unique 3-layered chocolate bar; a layer of soft choco crème with bits of fruit and nuts nestled between the 2 layers of rich milk chocolate. Bite into the chocolate and step into a magical realm where the sweetness of milk chocolate, the silkiness of choco crème and the crunchiness of fruit and nuts wreak havoc on your taste buds.
Handcrafted by the Master Chocolatiers from the House of ITC in India. Relax & unwind with a dessert-like experience in a chocolate bar. Gift your loved ones this beautifully packaged premium layered fruit & nut chocolate to make the occasion even more special.  Irrespective of the time, mood or occasion, this premium chocolate bar will always lift everyone’s spirits."
4281,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,31.5,35.0,https://www.bigbasket.com/media/uploads/p/mm/40106296_4-timios-energy-bars-nutty-4-years-100-natural-healthy.jpg,https://www.bigbasket.com/pd/40106296/timios-energy-bars-nutty-4-years-100-natural-healthy-30-g/,Chocolates,Invalid Code,3.9,"Timios Nutty Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of nuts and dried fruits which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives."
4282,White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop,Snacks & Branded Foods,Chocolates & Candies,Happydent ,20.0,20.0,https://www.bigbasket.com/media/uploads/p/mm/40016432_5-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://www.bigbasket.com/pd/40016432/happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop-161-g-carton/,Mints & Chewing Gum,Invalid Code,4.1,Happydeny White is a functional gum which helps to promote oral hygiene and fresh breath. This mint flavoured gum is just perfect to have after a meal. This product is 100% vegetarian.
4283,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,700.0,700.0,https://www.bigbasket.com/media/uploads/p/mm/40106293_3-timios-energy-bars-berry-4-years-100-natural-healthy.jpg,https://www.bigbasket.com/pd/40106293/timios-energy-bars-berry-4-years-100-natural-healthy-30-gm-each/,Chocolates,Invalid Code,3.8,"Timios Berry Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of berries which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives."
4284,"Hazelnut Mousse, Centre-Filled Luxury Chocolate Bar",Snacks & Branded Foods,Chocolates & Candies,Fabelle,180.0,200.0,https://www.bigbasket.com/media/uploads/p/mm/40206223_1-fabelle-hazelnut-mousse-centre-filled-luxury-chocolate-bar.jpg,https://www.bigbasket.com/pd/40206223/fabelle-hazelnut-mousse-centre-filled-luxury-chocolate-bar-60-g/,Chocolates,Invalid Code,,"A delicately crafted milk chocolate bar with luscious hazelnut cocoa mousse filling and roasted Turkish hazelnut bits. A fine dessert like experience, with a creamy yet crunchy taste that indulges you with each bite."
4285,Chewy Mints - Spearmint Flavour Candy,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,63.75,75.0,https://www.bigbasket.com/media/uploads/p/mm/40209247_1-center-fresh-chewy-mints-spearmint-flavour-candy.jpg,https://www.bigbasket.com/pd/40209247/center-fresh-chewy-mints-spearmint-flavour-candy-60-g-pouch/,"Toffee, Candy & Lollypop",Invalid Code,4.5,"Center Fresh Mint, Chewy Mints, Spearmint Flavour Candy Pouch chewing gum keeps your mouth fresh post meals. Made of the mint flavours, these Chewing Gums also are essential in developing the stronger gums in the mouth with regularly chewing them. It will smarten up your breath and leave you fresh to impress. Center fresh comes in Spearmint flavour which is refreshing in taste as well."
4286,"Ivory Coast Grande Nuit, Single Origin Dark Chocolate - 55% Dark",Snacks & Branded Foods,Chocolates & Candies,Amul,140.0,150.0,https://www.bigbasket.com/media/uploads/p/mm/40122074_3-amul-ivory-coast-grande-nuit-single-origin-dark-chocolate-55-dark.jpg,https://www.bigbasket.com/pd/40122074/amul-ivory-coast-grande-nuit-single-origin-dark-chocolate-55-dark-125-g/,Chocolates,Invalid Code,4.3,"Exuding the woody and spicy aroma of the Vidama cocoa, this chocolate leaves an impression, just like the Elephants roaming the Ivory Coast. Treat your senses to this aromatic and full-flavoured goodness."
4287,"Mint - Sugarfree, Fruity Flavour",Snacks & Branded Foods,Chocolates & Candies,Center Fresh,9.0,10.0,https://www.bigbasket.com/media/uploads/p/mm/40189097_1-center-fresh-mint-sugarfree-fruity-flavour.jpg,https://www.bigbasket.com/pd/40189097/center-fresh-mint-sugarfree-fruity-flavour-15-pcs/,"Toffee, Candy & Lollypop",Invalid Code,4.2,"All new Center Fresh Mints - Chali Hawa Mastaani! Sugar-free 3 layered mints in fruity flavour. Life is full of changes that can provide big opportunity when your big moment arrives. Good thing is, with all-new Center Fresh Mints, you are prepared for a fresh beginning, anytime, anywhere. Pop one of these refreshing mints, for getting an instant fresh breath. These are the perfect offering for instant freshness to remain confident anytime, anywhere. The easy to carry, re-sealable dispenser pack allows you to enjoy the crisp, smooth flavour with fewer calories, anywhere. Keep a pack in the pocket, car, or a drawer for instant minty refreshment anytime"
4288,3 Layer Gum - Sugarfreee Strawberry Flavour,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,21.25,25.0,https://www.bigbasket.com/media/uploads/p/mm/40209250_1-center-fresh-3-layer-gum-sugarfreee-strawberry-flavour.jpg,https://www.bigbasket.com/pd/40209250/center-fresh-3-layer-gum-sugarfreee-strawberry-flavour-7-pcs/,"Toffee, Candy & Lollypop",8901393019056,4.5,"All new Center Fresh Mints - Taazi Saans, Humesha Rakho Paas !! Sugar-free 3 layered mints in refreshing peppermint flavour. Life is full of changes that can provide big opportunity when your big moment arrives. Good thing is, with all-new Center Fresh Mints, you are prepared for a fresh beginning, anytime, anywhere. Pop one of these refreshing mints, for getting a fresh breath."
4289,Ultimate Choco Almond Bar,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,170.0,170.0,https://www.bigbasket.com/media/uploads/p/mm/40064910_5-ritebite-max-protein-ultimate-choco-almond-bar.jpg,https://www.bigbasket.com/pd/40064910/ritebite-max-protein-ultimate-choco-almond-bar-100-g/,Granola & Cereal Bars,8906009532141,4.3,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: With 30gms of protein in each bar and 10gms of fibre, 5.5g BCAA and goodness of almond in every bite. Max Protein Choco Almond Bar is the perfect bar for your daily lifestyle with no preservatives and no artificial sweeteners with a balance of taste and health and 100% vegetarian SUSTAINED ENERGY: Max Protein Choco Almond Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a crunchy flavour with the goodness of almonds in every bite to sustain 5hrs of energy for your ultimate lifestyle. WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 5hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour of almonds, dark chocolate and no added sugar. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable chocolate and sumptuous berries and no preservatives YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
